person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,57000,MORTGAGE,6.0,PERSONAL,A,7000,,0,0.12,N,2
22,51000,RENT,6.0,EDUCATION,C,7500,,0,0.15,N,4
24,51000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,,1,0.24,N,3
22,52000,RENT,1.0,HOMEIMPROVEMENT,D,7500,,1,0.14,Y,4
25,57120,MORTGAGE,,MEDICAL,B,25000,10.99,0,0.44,N,4
22,60000,RENT,1.0,VENTURE,B,7500,,0,0.13,N,4
25,57500,MORTGAGE,5.0,MEDICAL,C,12275,,0,0.21,Y,3
26,57550,MORTGAGE,,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,N,4
23,57600,MORTGAGE,,DEBTCONSOLIDATION,A,10000,6.03,0,0.17,N,4
22,57600,OWN,,EDUCATION,A,1500,5.99,0,0.03,N,3
24,57600,MORTGAGE,,HOMEIMPROVEMENT,A,3300,5.42,0,0.06,N,4
24,57600,MORTGAGE,9.0,VENTURE,B,6500,,0,0.11,N,2
22,57600,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4000,,0,0.07,Y,2
23,57600,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,,0,0.07,N,3
23,57600,MORTGAGE,0.0,VENTURE,B,1000,,0,0.02,N,2
25,57700,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,,0,0.16,N,3
23,116700,RENT,2.0,EDUCATION,C,7500,,0,0.06,N,4
23,57996,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,2
24,58000,MORTGAGE,3.0,PERSONAL,D,15000,,0,0.26,N,4
25,41412,RENT,,MEDICAL,B,7600,11.12,0,0.18,N,3
26,58000,MORTGAGE,5.0,PERSONAL,A,10000,,0,0.17,N,4
22,23400,RENT,,EDUCATION,A,7700,5.99,1,0.33,N,2
22,23000,RENT,2.0,EDUCATION,C,7750,,1,0.34,Y,4
24,30000,RENT,6.0,EDUCATION,E,7750,,0,0.26,Y,2
24,33000,RENT,2.0,VENTURE,F,7750,,1,0.23,N,2
22,52000,MORTGAGE,6.0,VENTURE,D,6000,,1,0.12,Y,3
24,40000,RENT,1.0,MEDICAL,A,7800,,0,0.2,N,2
23,58200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13000,,0,0.22,N,2
22,19800,RENT,4.0,MEDICAL,A,8000,,1,0.4,N,4
22,59000,MORTGAGE,5.0,MEDICAL,A,6000,,0,0.1,N,2
26,59000,MORTGAGE,,VENTURE,A,7800,6.99,0,0.13,N,2
25,53000,MORTGAGE,9.0,MEDICAL,A,10625,,1,0.2,N,4
22,59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N,4
25,23000,RENT,,HOMEIMPROVEMENT,D,8000,14.46,1,0.35,Y,2
23,23148,RENT,0.0,DEBTCONSOLIDATION,B,8000,,1,0.35,N,4
22,24000,RENT,0.0,EDUCATION,A,8000,,1,0.33,N,2
26,59760,MORTGAGE,,HOMEIMPROVEMENT,B,6000,9.99,0,0.1,N,2
24,28800,RENT,5.0,MEDICAL,A,8000,,0,0.28,N,2
22,59959,MORTGAGE,4.0,EDUCATION,B,6000,,0,0.1,N,3
26,28800,RENT,5.0,EDUCATION,D,8000,,0,0.28,Y,3
24,30000,RENT,3.0,MEDICAL,E,8000,,0,0.27,Y,2
22,30000,RENT,,VENTURE,E,8000,,1,0.27,N,3
22,60000,MORTGAGE,,EDUCATION,A,12000,7.51,0,0.2,N,3
21,30000,RENT,5.0,EDUCATION,B,8000,,0,0.27,N,2
23,33000,RENT,4.0,EDUCATION,C,8000,,0,0.24,Y,4
26,60000,MORTGAGE,,EDUCATION,A,10000,6.03,0,0.17,N,4
23,60000,MORTGAGE,6.0,EDUCATION,C,25600,,0,0.43,N,4
26,35000,RENT,10.0,PERSONAL,D,8000,,0,0.23,N,3
24,60000,MORTGAGE,,VENTURE,A,12000,7.9,0,0.2,N,3
23,35004,RENT,7.0,VENTURE,A,8000,,0,0.23,N,3
26,30000,RENT,6.0,HOMEIMPROVEMENT,C,8000,,1,0.27,N,3
23,36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N,2
23,60000,OWN,7.0,VENTURE,A,11500,,0,0.19,N,4
25,31008,RENT,7.0,MEDICAL,D,8000,,1,0.26,N,3
23,60000,MORTGAGE,,EDUCATION,A,16000,7.49,0,0.27,N,3
23,60000,MORTGAGE,8.0,EDUCATION,B,21000,,0,0.35,N,3
26,60000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2000,,0,0.03,N,4
23,60000,MORTGAGE,,EDUCATION,B,5600,10.99,0,0.09,N,2
25,60000,MORTGAGE,5.0,VENTURE,A,5000,,0,0.08,N,4
22,60000,MORTGAGE,,EDUCATION,A,10000,5.99,0,0.17,N,2
25,60000,MORTGAGE,1.0,EDUCATION,A,4000,,0,0.07,N,4
24,42000,RENT,2.0,EDUCATION,B,8000,,0,0.19,N,4
25,54000,MORTGAGE,,DEBTCONSOLIDATION,D,10000,16.89,1,0.19,Y,2
22,60000,MORTGAGE,2.0,MEDICAL,A,10000,,0,0.17,N,2
25,42000,RENT,3.0,EDUCATION,A,8000,,0,0.19,N,4
25,42500,RENT,1.0,PERSONAL,C,8000,,0,0.19,Y,4
24,60000,MORTGAGE,8.0,MEDICAL,C,21000,,0,0.35,Y,4
22,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,6000,,1,0.11,N,3
25,43200,RENT,10.0,VENTURE,B,8000,,0,0.19,N,3
24,39000,RENT,4.0,DEBTCONSOLIDATION,C,8000,,1,0.21,N,2
21,45000,RENT,5.0,EDUCATION,D,8000,,0,0.18,Y,2
22,60000,MORTGAGE,2.0,PERSONAL,A,10000,,0,0.17,N,4
23,48000,RENT,5.0,VENTURE,B,8000,,0,0.17,N,2
23,48000,RENT,,VENTURE,C,8000,12.99,0,0.17,Y,4
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,2
24,48000,RENT,,DEBTCONSOLIDATION,A,8000,7.51,0,0.17,N,4
22,60000,MORTGAGE,,EDUCATION,A,5000,6.54,0,0.08,N,4
24,60000,MORTGAGE,8.0,VENTURE,B,9000,,0,0.15,N,4
23,60000,MORTGAGE,8.0,MEDICAL,B,10000,,0,0.17,N,3
23,60000,MORTGAGE,7.0,PERSONAL,A,12000,,0,0.2,N,4
26,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7200,,0,0.12,N,4
23,50000,RENT,0.0,VENTURE,C,8000,,0,0.16,N,4
23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,4
26,60000,MORTGAGE,2.0,MEDICAL,B,5000,,0,0.08,N,4
21,60000,OWN,0.0,VENTURE,D,16000,,0,0.27,N,2
24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,14000,,0,0.23,N,2
22,60000,OWN,,EDUCATION,B,20000,11.12,0,0.33,N,3
23,54500,RENT,2.0,DEBTCONSOLIDATION,A,8000,,0,0.15,N,2
25,60000,MORTGAGE,3.0,VENTURE,A,7000,,0,0.12,N,3
23,55550,RENT,7.0,DEBTCONSOLIDATION,B,8000,,0,0.14,N,3
26,60000,OWN,8.0,VENTURE,A,9800,,0,0.16,N,4
23,60000,MORTGAGE,7.0,EDUCATION,A,10500,,0,0.17,N,4
22,60000,OWN,6.0,MEDICAL,C,10000,,0,0.17,Y,3
23,58600,RENT,3.0,MEDICAL,C,8000,,0,0.14,Y,3
26,54000,MORTGAGE,10.0,MEDICAL,C,10000,,1,0.19,N,3
25,54000,RENT,,HOMEIMPROVEMENT,B,8000,9.91,1,0.15,N,2
21,60000,MORTGAGE,0.0,MEDICAL,C,10000,,0,0.17,Y,4
23,60000,RENT,2.0,DEBTCONSOLIDATION,B,8000,,0,0.13,N,3
24,60000,MORTGAGE,,MEDICAL,A,5000,7.14,0,0.08,N,2
23,54780,RENT,,PERSONAL,B,8000,10.65,1,0.15,N,4
25,54000,MORTGAGE,,DEBTCONSOLIDATION,C,12000,12.73,1,0.22,N,4
22,52000,RENT,3.0,EDUCATION,C,5200,,0,0.1,Y,4
23,60000,MORTGAGE,4.0,EDUCATION,A,10000,,0,0.17,N,4
22,36000,RENT,4.0,DEBTCONSOLIDATION,B,5075,,0,0.14,N,2
23,60000,MORTGAGE,0.0,MEDICAL,A,5000,,0,0.08,N,2
26,12000,RENT,,VENTURE,A,5000,6.92,1,0.42,N,4
21,12360,RENT,,VENTURE,B,5000,10.75,1,0.4,N,4
22,15000,RENT,0.0,VENTURE,D,5000,,1,0.33,Y,4
22,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,22750,,1,0.42,Y,2
23,60000,MORTGAGE,6.0,PERSONAL,A,3350,,0,0.06,N,4
26,16800,RENT,0.0,EDUCATION,B,5000,,1,0.3,N,4
21,17220,RENT,,DEBTCONSOLIDATION,B,5000,10.37,1,0.29,N,3
23,18720,RENT,,DEBTCONSOLIDATION,D,5000,16.32,1,0.27,Y,3
21,19140,RENT,,VENTURE,A,5000,8.49,1,0.26,N,4
24,19200,RENT,2.0,DEBTCONSOLIDATION,B,5000,,1,0.26,N,3
22,60000,MORTGAGE,7.0,EDUCATION,D,10000,,0,0.17,N,3
21,19968,RENT,4.0,MEDICAL,C,5000,,1,0.25,N,3
22,20400,RENT,,PERSONAL,B,5000,12.42,0,0.25,N,2
25,60000,MORTGAGE,8.0,EDUCATION,C,8000,,0,0.13,N,3
24,23000,RENT,1.0,PERSONAL,C,5000,,0,0.22,Y,2
24,23000,RENT,2.0,EDUCATION,B,5000,,0,0.22,N,4
26,23484,RENT,,VENTURE,A,5000,7.49,0,0.21,N,2
21,24000,RENT,5.0,EDUCATION,B,5000,,0,0.21,N,4
21,24000,RENT,3.0,HOMEIMPROVEMENT,D,5000,,1,0.21,Y,2
21,24996,RENT,0.0,DEBTCONSOLIDATION,D,5000,,1,0.2,N,3
22,24996,RENT,3.0,MEDICAL,D,5000,,1,0.2,Y,3
21,24996,RENT,1.0,DEBTCONSOLIDATION,C,5000,,0,0.2,Y,3
24,25000,RENT,5.0,VENTURE,A,5000,,0,0.2,N,4
22,60612,MORTGAGE,6.0,PERSONAL,B,5300,,0,0.09,N,4
21,61000,MORTGAGE,6.0,PERSONAL,C,6000,,0,0.1,N,3
22,27000,RENT,0.0,VENTURE,D,5000,,1,0.19,Y,2
21,27200,RENT,0.0,MEDICAL,C,5000,,0,0.18,N,3
23,61000,MORTGAGE,,PERSONAL,A,10000,6.99,0,0.16,N,2
26,61000,MORTGAGE,8.0,MEDICAL,B,21000,,0,0.34,N,2
24,55000,MORTGAGE,,HOMEIMPROVEMENT,A,7000,7.14,1,0.13,N,3
23,61200,MORTGAGE,2.0,VENTURE,A,9000,,0,0.15,N,2
22,55200,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7200,,1,0.13,N,4
23,61440,OWN,6.0,PERSONAL,B,2500,,0,0.04,N,3
23,67200,RENT,,VENTURE,C,8000,,0,0.12,N,3
24,62000,MORTGAGE,7.0,PERSONAL,A,6200,,0,0.1,N,3
23,62000,OWN,2.0,VENTURE,B,5575,,0,0.09,N,3
23,62000,MORTGAGE,3.0,MEDICAL,A,9000,,0,0.15,N,4
24,62000,MORTGAGE,1.0,MEDICAL,A,20000,,0,0.32,N,4
23,62000,MORTGAGE,2.0,PERSONAL,A,10000,,0,0.16,N,2
22,62000,OWN,,EDUCATION,A,4000,6.76,0,0.06,N,4
26,62000,MORTGAGE,2.0,PERSONAL,B,12000,,0,0.19,N,4
22,90000,RENT,5.0,PERSONAL,D,8000,,0,0.09,N,3
22,62236,OWN,,MEDICAL,B,5000,9.99,0,0.08,N,4
25,120000,RENT,1.0,EDUCATION,B,8000,,0,0.07,N,3
25,62400,OWN,,MEDICAL,D,15000,17.58,0,0.24,N,4
26,62400,MORTGAGE,10.0,DEBTCONSOLIDATION,A,11000,,0,0.18,N,3
25,135000,RENT,9.0,VENTURE,B,8000,,0,0.06,N,3
23,62471,MORTGAGE,,EDUCATION,A,12000,6.91,0,0.19,N,2
24,85000,RENT,6.0,HOMEIMPROVEMENT,A,8100,,0,0.1,N,2
21,33000,RENT,4.0,PERSONAL,B,8250,,0,0.25,N,2
22,62589,OWN,,VENTURE,C,7000,13.35,0,0.11,Y,2
26,62690,MORTGAGE,7.0,MEDICAL,B,4400,,0,0.07,N,4
25,63000,MORTGAGE,6.0,VENTURE,F,11000,,0,0.17,Y,3
25,34000,RENT,8.0,PERSONAL,D,8400,,0,0.25,N,4
23,30000,RENT,1.0,EDUCATION,A,8400,,1,0.28,N,3
22,63000,OWN,6.0,EDUCATION,D,9000,,0,0.14,N,4
22,63000,MORTGAGE,6.0,MEDICAL,B,15000,,0,0.24,N,3
21,63000,MORTGAGE,5.0,VENTURE,E,4800,,0,0.08,Y,4
22,63000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,,0,0.06,N,2
25,63000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,11600,,0,0.18,N,4
25,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7775,,0,0.12,N,3
24,63000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,,0,0.11,N,3
24,66000,RENT,0.0,HOMEIMPROVEMENT,A,8400,,0,0.13,N,2
26,90000,RENT,8.0,PERSONAL,C,8400,,0,0.09,N,2
22,63500,MORTGAGE,5.0,EDUCATION,B,7200,,0,0.11,N,3
22,63500,MORTGAGE,3.0,EDUCATION,C,7000,,0,0.11,N,2
23,130000,RENT,0.0,MEDICAL,A,8400,,0,0.06,N,4
23,18000,RENT,2.0,HOMEIMPROVEMENT,C,8500,,1,0.47,Y,3
24,63554,MORTGAGE,,DEBTCONSOLIDATION,A,2500,7.51,0,0.04,N,2
23,58000,MORTGAGE,7.0,PERSONAL,D,16500,,1,0.28,Y,4
24,64000,OWN,1.0,EDUCATION,A,3000,,0,0.05,N,4
22,64000,MORTGAGE,6.0,EDUCATION,A,6000,,0,0.09,N,4
24,64000,MORTGAGE,8.0,VENTURE,B,8000,,0,0.13,N,3
22,23900,RENT,0.0,PERSONAL,B,9000,,1,0.38,N,2
24,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,,0,0.16,N,4
22,30000,RENT,2.0,EDUCATION,B,9000,,0,0.3,N,3
23,64500,MORTGAGE,0.0,MEDICAL,A,10000,,0,0.16,N,4
23,64500,MORTGAGE,4.0,EDUCATION,A,5000,,0,0.08,N,2
22,33600,RENT,6.0,PERSONAL,D,9000,,1,0.27,N,4
26,64700,MORTGAGE,5.0,HOMEIMPROVEMENT,C,17500,,0,0.27,Y,2
22,29000,RENT,7.0,MEDICAL,B,9000,,1,0.31,N,2
23,36000,RENT,,DEBTCONSOLIDATION,B,9000,11.11,0,0.25,N,3
26,64800,OWN,11.0,MEDICAL,A,3000,,0,0.05,N,4
22,58800,MORTGAGE,,PERSONAL,D,23500,15.33,1,0.4,N,2
22,36000,RENT,3.0,EDUCATION,C,9000,,0,0.25,Y,2
23,33359,RENT,2.0,EDUCATION,A,9000,,1,0.27,N,4
25,46500,RENT,9.0,MEDICAL,C,9000,,0,0.19,N,3
23,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2275,,0,0.04,N,2
24,65000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,,0,0.31,N,3
26,55000,RENT,0.0,VENTURE,A,9000,,0,0.16,N,2
24,54996,RENT,6.0,MEDICAL,B,9100,,0,0.17,N,2
22,22800,RENT,,PERSONAL,B,9200,9.88,1,0.4,N,2
22,66800,RENT,2.0,DEBTCONSOLIDATION,A,9300,,0,0.14,N,3
26,59000,MORTGAGE,,EDUCATION,B,9800,11.49,1,0.17,N,4
22,65000,MORTGAGE,6.0,VENTURE,B,6000,,0,0.09,N,2
26,65000,MORTGAGE,,EDUCATION,B,6000,11.36,0,0.09,N,4
23,34000,RENT,1.0,VENTURE,C,9500,,1,0.28,N,3
22,59000,OTHER,3.0,MEDICAL,D,12000,,1,0.2,Y,3
25,46000,RENT,1.0,MEDICAL,B,9500,,0,0.21,N,3
22,59000,OTHER,1.0,DEBTCONSOLIDATION,D,15000,,1,0.25,Y,2
26,65000,MORTGAGE,6.0,MEDICAL,B,9250,,0,0.14,N,2
23,24000,RENT,,PERSONAL,B,9600,9.99,1,0.4,N,4
23,33280,RENT,2.0,VENTURE,C,9600,,0,0.29,N,4
22,65004,MORTGAGE,5.0,EDUCATION,A,6500,,0,0.1,N,2
21,65253,MORTGAGE,5.0,VENTURE,A,16075,,0,0.25,N,3
23,65500,MORTGAGE,3.0,PERSONAL,B,16800,,0,0.26,N,2
24,65600,MORTGAGE,8.0,VENTURE,A,10000,,0,0.15,N,3
24,50500,RENT,7.0,HOMEIMPROVEMENT,A,9600,,0,0.19,N,2
25,51000,RENT,0.0,MEDICAL,C,9600,,0,0.19,Y,2
21,53000,RENT,3.0,PERSONAL,D,9600,,0,0.18,Y,4
22,66000,MORTGAGE,,EDUCATION,A,6000,7.9,0,0.09,N,3
22,49000,RENT,3.0,DEBTCONSOLIDATION,D,9600,,1,0.2,N,2
23,66000,MORTGAGE,4.0,VENTURE,B,3000,,0,0.05,N,4
22,60000,MORTGAGE,,EDUCATION,A,14000,7.49,1,0.23,N,2
23,66000,MORTGAGE,,PERSONAL,A,10000,5.42,0,0.15,N,3
22,66000,MORTGAGE,6.0,VENTURE,B,2400,,0,0.04,N,2
22,66000,MORTGAGE,,VENTURE,A,3000,7.51,0,0.05,N,3
21,78000,RENT,3.0,DEBTCONSOLIDATION,C,9600,,0,0.12,Y,3
26,80000,RENT,4.0,EDUCATION,A,9600,,0,0.12,N,2
24,66766,MORTGAGE,,HOMEIMPROVEMENT,A,9000,6.99,0,0.13,N,2
22,20000,RENT,,VENTURE,A,10000,6.62,1,0.5,N,2
23,67000,MORTGAGE,7.0,VENTURE,A,10000,,0,0.15,N,3
24,21600,RENT,,MEDICAL,B,10000,9.91,1,0.46,N,3
21,24000,RENT,5.0,EDUCATION,A,10000,,1,0.42,N,2
26,24000,RENT,3.0,MEDICAL,A,10000,,1,0.42,N,2
21,24000,RENT,,DEBTCONSOLIDATION,C,10000,13.48,1,0.42,N,2
22,24000,RENT,6.0,DEBTCONSOLIDATION,A,10000,,1,0.42,N,3
23,67000,OWN,7.0,PERSONAL,C,6400,,0,0.1,N,3
26,24996,RENT,2.0,PERSONAL,B,10000,,1,0.4,N,4
24,67000,OWN,3.0,VENTURE,C,13000,,0,0.19,Y,3
21,25000,RENT,1.0,PERSONAL,A,10000,,1,0.4,N,4
25,25000,RENT,,DEBTCONSOLIDATION,A,10000,7.66,1,0.4,N,4
25,67200,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,,0,0.22,N,4
24,61200,MORTGAGE,8.0,EDUCATION,C,2500,,1,0.04,N,4
21,52244,MORTGAGE,5.0,MEDICAL,C,4000,,1,0.07,N,2
21,26400,RENT,3.0,MEDICAL,A,10000,,1,0.38,N,2
23,27000,RENT,5.0,MEDICAL,B,10000,,1,0.37,N,2
23,27996,RENT,7.0,DEBTCONSOLIDATION,A,10000,,1,0.36,N,2
25,68000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8000,,0,0.12,N,3
24,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,,1,0.33,Y,3
24,68000,MORTGAGE,1.0,VENTURE,A,6000,,0,0.09,N,2
23,30000,RENT,4.0,PERSONAL,D,10000,,1,0.33,Y,4
22,68000,MORTGAGE,6.0,EDUCATION,B,10000,,0,0.15,N,2
23,68000,OWN,2.0,VENTURE,A,14000,,0,0.21,N,3
26,68000,MORTGAGE,10.0,EDUCATION,A,6500,,0,0.1,N,2
22,31000,RENT,4.0,PERSONAL,A,10000,,1,0.32,N,4
23,68000,MORTGAGE,0.0,EDUCATION,A,4000,,0,0.06,N,4
26,68000,MORTGAGE,9.0,EDUCATION,C,12000,,0,0.18,Y,3
24,68069,MORTGAGE,,VENTURE,A,8100,,0,0.12,N,4
25,68250,MORTGAGE,3.0,EDUCATION,A,17000,,0,0.25,N,3
24,68400,MORTGAGE,,PERSONAL,A,3000,5.42,0,0.04,N,4
23,68400,MORTGAGE,,VENTURE,B,1800,8.88,0,0.03,N,4
21,33000,RENT,5.0,DEBTCONSOLIDATION,D,10000,,1,0.3,N,4
22,68500,MORTGAGE,3.0,PERSONAL,B,12000,,0,0.18,N,4
22,33600,RENT,2.0,MEDICAL,B,10000,,0,0.3,N,4
23,68686,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,,0,0.09,N,2
24,35000,RENT,1.0,DEBTCONSOLIDATION,B,10000,,0,0.29,N,4
22,35000,RENT,2.0,VENTURE,B,10000,,0,0.29,N,2
21,35364,RENT,3.0,VENTURE,B,10000,,0,0.28,N,4
26,69000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,,0,0.16,N,2
26,36000,RENT,7.0,VENTURE,B,10000,,0,0.28,N,3
22,36000,RENT,,PERSONAL,A,10000,6.03,0,0.28,N,3
26,69063,MORTGAGE,,HOMEIMPROVEMENT,A,6625,7.66,0,0.1,N,4
22,69383,MORTGAGE,6.0,PERSONAL,C,8500,,0,0.12,Y,3
25,36000,RENT,2.0,PERSONAL,B,10000,,0,0.28,N,2
23,63600,MORTGAGE,,DEBTCONSOLIDATION,B,20000,10.99,1,0.31,N,3
26,69654,MORTGAGE,10.0,MEDICAL,C,7500,,0,0.11,Y,3
24,69684,MORTGAGE,4.0,MEDICAL,B,2400,,0,0.03,N,4
22,37000,RENT,,DEBTCONSOLIDATION,B,10000,,0,0.27,N,2
24,69996,OWN,4.0,MEDICAL,A,10000,,0,0.14,N,2
23,69996,OWN,2.0,EDUCATION,B,10000,,0,0.14,N,4
24,38000,RENT,6.0,EDUCATION,B,10000,,0,0.26,N,4
24,69996,MORTGAGE,5.0,VENTURE,A,12000,,0,0.17,N,2
26,38000,RENT,10.0,VENTURE,B,10000,,0,0.26,N,3
26,70000,MORTGAGE,,PERSONAL,A,5000,,0,0.07,N,4
24,38700,RENT,2.0,MEDICAL,B,10000,,0,0.26,N,3
23,39996,RENT,8.0,MEDICAL,B,10000,,0,0.25,N,2
25,70000,OWN,9.0,HOMEIMPROVEMENT,B,10000,,0,0.14,N,2
23,70000,MORTGAGE,,EDUCATION,A,10500,7.51,0,0.15,N,2
22,40000,RENT,2.0,EDUCATION,B,10000,,0,0.25,N,4
22,70000,MORTGAGE,4.0,VENTURE,A,5025,,0,0.07,N,2
23,70000,MORTGAGE,7.0,EDUCATION,B,16000,,0,0.23,N,4
23,40000,RENT,7.0,EDUCATION,C,10000,,0,0.25,N,2
22,70000,OWN,,VENTURE,A,1250,5.42,0,0.02,N,4
21,70000,MORTGAGE,,PERSONAL,D,2500,16.49,0,0.04,N,3
21,40000,RENT,5.0,EDUCATION,A,10000,,0,0.25,N,2
26,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,8000,,0,0.11,N,2
24,40000,RENT,3.0,VENTURE,A,10000,,0,0.25,N,2
22,34000,RENT,2.0,EDUCATION,D,10000,,1,0.29,Y,3
24,70000,OWN,,PERSONAL,A,6000,5.42,0,0.09,N,2
22,70000,MORTGAGE,6.0,EDUCATION,A,6800,,0,0.1,N,4
22,64000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,,1,0.09,N,2
23,70000,MORTGAGE,,EDUCATION,B,2500,11.99,0,0.04,N,2
23,42000,RENT,4.0,VENTURE,C,10000,,0,0.24,N,2
23,42000,RENT,0.0,MEDICAL,B,10000,,0,0.24,N,4
22,42000,RENT,6.0,PERSONAL,C,10000,,0,0.24,Y,4
26,70000,MORTGAGE,5.0,MEDICAL,C,4800,,0,0.07,Y,4
24,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,25000,,0,0.36,N,3
26,42900,RENT,3.0,PERSONAL,D,10000,,0,0.23,N,3
24,70000,MORTGAGE,7.0,MEDICAL,B,25000,,0,0.36,N,2
21,43000,RENT,3.0,PERSONAL,C,10000,,0,0.23,N,4
22,37200,RENT,6.0,PERSONAL,B,10000,,1,0.27,N,2
24,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,11000,,0,0.16,N,3
23,70000,OWN,,VENTURE,A,11000,7.14,0,0.16,N,4
23,70000,MORTGAGE,7.0,EDUCATION,B,4000,,0,0.06,N,4
26,45000,RENT,2.0,PERSONAL,C,10000,,0,0.22,N,3
26,70000,MORTGAGE,1.0,VENTURE,B,25000,,0,0.36,N,4
26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,10000,,0,0.14,N,4
22,39000,RENT,3.0,EDUCATION,D,10000,,1,0.26,Y,3
21,45000,RENT,5.0,EDUCATION,B,10000,,0,0.22,N,2
22,52000,RENT,7.0,DEBTCONSOLIDATION,C,4300,,0,0.08,Y,2
23,45600,RENT,5.0,MEDICAL,C,4250,,0,0.09,Y,2
22,29000,RENT,0.0,HOMEIMPROVEMENT,D,4200,,1,0.14,N,2
22,36000,RENT,7.0,PERSONAL,B,4200,,0,0.12,N,4
25,37000,RENT,1.0,DEBTCONSOLIDATION,F,4200,,1,0.11,Y,2
23,70800,MORTGAGE,6.0,EDUCATION,D,9600,,0,0.14,N,4
25,71000,MORTGAGE,,VENTURE,C,4800,13.49,0,0.07,Y,3
21,71000,MORTGAGE,5.0,VENTURE,B,6000,,0,0.08,N,4
25,71000,OWN,,VENTURE,A,3250,5.79,0,0.05,N,2
24,71000,OWN,,HOMEIMPROVEMENT,A,10000,5.79,0,0.14,N,3
25,65000,RENT,2.0,DEBTCONSOLIDATION,B,4200,,0,0.06,N,2
23,38000,RENT,1.0,MEDICAL,D,4100,,1,0.11,N,4
22,71400,MORTGAGE,,EDUCATION,B,3000,10.99,0,0.04,N,3
21,12000,RENT,,HOMEIMPROVEMENT,B,4000,10.99,1,0.33,N,3
26,46877,RENT,,DEBTCONSOLIDATION,A,10000,5.42,0,0.21,N,2
25,71711,MORTGAGE,9.0,EDUCATION,B,4800,,0,0.07,N,3
24,72000,OWN,,VENTURE,B,16000,12.42,0,0.22,N,3
23,72000,MORTGAGE,7.0,EDUCATION,B,5000,,0,0.07,N,3
22,72000,MORTGAGE,,DEBTCONSOLIDATION,A,7200,7.9,0,0.1,N,3
24,72000,MORTGAGE,4.0,VENTURE,A,17000,,0,0.24,N,4
26,72000,MORTGAGE,10.0,EDUCATION,D,16000,,0,0.22,N,3
23,72000,OWN,,PERSONAL,A,15000,6.99,0,0.21,N,2
23,42000,RENT,7.0,DEBTCONSOLIDATION,D,10000,,1,0.24,Y,3
24,48720,RENT,,PERSONAL,C,10000,13.85,0,0.21,N,4
24,49639,RENT,8.0,MEDICAL,C,10000,,0,0.2,N,3
24,72000,MORTGAGE,7.0,PERSONAL,A,3000,,0,0.04,N,2
23,50000,RENT,0.0,DEBTCONSOLIDATION,A,10000,,0,0.2,N,2
24,72000,MORTGAGE,4.0,VENTURE,C,2100,,0,0.03,Y,2
25,72000,MORTGAGE,,HOMEIMPROVEMENT,A,2000,7.66,0,0.03,N,4
22,72000,MORTGAGE,7.0,EDUCATION,A,10000,,0,0.14,N,2
24,50000,RENT,,DEBTCONSOLIDATION,A,10000,7.29,0,0.2,N,4
23,50000,RENT,7.0,MEDICAL,A,10000,,0,0.2,N,2
24,44000,RENT,1.0,VENTURE,D,10000,,1,0.23,Y,3
23,72000,MORTGAGE,7.0,MEDICAL,B,5975,,0,0.08,N,3
26,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,,0,0.14,N,3
